COMPANY,CIK,SIC
SOUTHERN COPPER CORP/,1001838,1000
"Southern Heritage Bancshares, Inc.",1301093,6021
SOUTHERN MISSOURI BANCORP INC,916907,6036
SOUTHERN NATURAL GAS CO,92232,4922
SOUTHERN POWER CO,1160661,4911
SOUTHERN STAR CENTRAL CORP,1260349,4922
SOUTHERN UNION CO,203248,4924
SOUTHFIRST BANCSHARES INC,925963,6035
SOUTHSIDE BANCSHARES INC,705432,6022
SOUTHWALL TECHNOLOGIES INC /DE/,813619,3081
SOUTHWEST AIRLINES CO,92380,4512
SOUTHWEST BANCORP INC,914374,6021
SOUTHWEST CASINO CORP,1170848,7900
SOUTHWEST GAS CORP,92416,4923
SOUTHWEST GEORGIA FINANCIAL CORP,315849,6022
SOUTHWEST OIL & GAS INCOME FUND IX-A LP,847320,1311
SOUTHWEST OIL & GAS INCOME FUND VII A L P,808028,1311
SOUTHWEST OIL & GAS INCOME FUND VIII-A L P,825881,1311
SOUTHWEST OIL & GAS INCOME FUND X-A LP,859905,1311
SOUTHWEST OIL & GAS INCOME FUND X-B LP,859906,1311
SOUTHWEST ROYALTIES INC INCOME FUND V,782149,1311
SOUTHWEST ROYALTIES INC INCOME FUND VI,796489,1311
SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND IX-B LP,847384,1311
SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND VII-B L P,810117,1311
SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND VIII B L P,825886,1311
SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND X-A LP,859910,1311
SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND X-B LP,859911,1311
SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND X-C LP,887426,1311
SOUTHWEST WATER CO,92472,4941
SOUTHWESTERN ELECTRIC POWER CO,92487,4911
SOUTHWESTERN ENERGY CO,7332,1311
SOUTHWESTERN PUBLIC SERVICE CO,92521,4911
SOUTHWESTERN RESOURCES CORP,1095075,1040
SOVEREIGN BANCORP INC,811830,6035
SOVRAN ACQUISITION LTD PARTNERSHIP,1060224,6500
SOVRAN SELF STORAGE INC,944314,6798
SOYO GROUP INC,1108955,5064
SOYODO GROUP HOLDINGS INC,1103640,9995
SP Holding CORP,1014343,3669
SPACEDEV INC,1031833,3760
SPACEHAB INC \WA\,1001907,3760
SPAN AMERICA MEDICAL SYSTEMS INC,718924,3842
SPANISH BROADCASTING SYSTEM INC,927720,4832
SPANTEL COMMUNICATIONS INC,932818,4813
SPAR GROUP INC,1004989,7389
"SPARE BACKUP, INC.",1103577,6500
"SPARTA COMMERCIAL SERVICES, INC.",318299,6199
SPARTA INC /DE,875623,8711
SPARTAN MOTORS INC,743238,3711
SPARTAN STORES INC,877422,5141
SPARTECH CORP,77597,3080
SPARTON CORP,92679,3672
SPATIALIGHT INC,881468,3861
SPATIALIZER AUDIO LABORATORIES INC,890821,3674
SPEAKING ROSES INTERNATIONAL INC,884321,6770
SPEAR & JACKSON INC,1107206,3420
SPECIALIZED HEALTH PRODUCTS INTERNATIONAL INC,790228,3841
"Specialty Underwriters Alliance, Inc.",1297568,6331
"Specialty Underwriting & Residental Finance Trust, Series 2004-AA1",1307189,6189
"Specialty Underwriting & Residential Finance Trust, Series 2004-BC3",1307196,6189
"Specialty Underwriting & Residential Finance Trust, Series 2004-BC4",1312704,6189
SPECTRALINK CORP,894268,3663
SPECTRANETICS CORP,789132,3845
SPECTRASCIENCE INC,727672,3845
SPECTRASOURCE CORP,830318,3634
SPECTRE GAMING INC,891389,7385
"Spectrum Brands, Inc.",1028985,3690
SPECTRUM CONTROL INC,92769,3679
SPECTRUM PHARMACEUTICALS INC,831547,2834
SPECTRUM SCIENCES & SOFTWARE HOLDINGS CORP,1229195,8744
SPECTRUM SIGNAL PROCESSING INC,884455,3663
SPECTRX INC,924515,3845
SPEEDEMISSIONS INC,1158419,7500
"SPEEDHAUL HOLDINGS, INC.",1111284,9995
SPEEDUS CORP,1002520,4841
SPEEDWAY MOTORSPORTS INC,934648,7948
SPESCOM SOFTWARE INC,813747,7373
SPHERION CORP,914536,7363
SPHERIX INC,12239,8700
SPINDLETOP OIL & GAS CO,867038,1311
SPIRE CORP,731657,3674
SPIRENT COMMUNICATIONS PLC,1130498,4813
SPIRIT FINANCE CORP,1277406,6798
Splinex Technology Inc.,1293330,7372
SPO Medical Inc,716778,3829
SPORT CHALET INC,892907,5940
SPORT HALEY INC,892653,2320
SPORTS ARENAS INC,93003,7900
SPORTSMANS GUIDE INC,791450,5961
SPORTSNUTS  INC,1024920,7389
SPRING VALLEY MANAGEMENT CORP,1101921,6770
SPRINGHILL LAKE INVESTORS LTD PARTNERSHIP,763399,6500
SPRINT NEXTEL CORP,101830,4813
SPSS INC,869570,7372
SPUR VENTURES INC,1058806,1000
SPX CORP,88205,3540
SR TELECOM INC,1223165,3661
SRA INTERNATIONAL INC,906192,7370
SRI SURGICAL EXPRESS INC,1014041,7200
SRKP 1 INC,1287668,6770
SRS LABS INC,1016470,3674
ST JOE CO,745308,6552
ST JOSEPH CAPITAL CORP,1015856,6022
ST JOSEPH INC,1177135,7361
ST JUDE MEDICAL INC,203077,3845
ST LAWRENCE SEAWAY CORP,86264,6519
ST MARY LAND & EXPLORATION CO,893538,1311
ST PAUL TRAVELERS COMPANIES INC,86312,6331
"ST. BERNARD SOFTWARE, INC.",1288496,6770
STAAR SURGICAL CO,718937,3851
STAGE STORES INC,6885,5651
STAKTEK HOLDINGS INC,866830,3674
STALLION GROUP,1285894,1040
STAMPS.COM INC,1082923,5961
STANADYNE CORP,1053439,3714
STANCORP FINANCIAL GROUP INC,1079577,6321
STANDARD ENERGY CORP,205921,1311
STANDARD MANAGEMENT CORP,853971,5912
STANDARD MICROSYSTEMS CORP,93384,3674
STANDARD MOTOR PRODUCTS INC,93389,3690
STANDARD PACIFIC CORP /DE/,878560,1531
STANDARD PARKING CORP,1059262,7510
STANDARD REGISTER CO,93456,2761
STANDEX INTERNATIONAL CORP/DE/,310354,3580
STANLEY FURNITURE CO INC.,797465,2511
STANLEY WORKS,93556,3420
STAPLES INC,791519,5940
STAR BUFFET INC,1043156,5812
STAR ENERGY CORP,1104671,1311
STAR GAS PARTNERS LP,1002590,5990
STAR RECEIVABLES FUNDING INC,1103347,6189
STAR SCIENTIFIC INC,776008,2111
STARBUCKS CORP,829224,5810
STARFIELD RESOURCES INC,1074795,1000
STARMED GROUP INC,1135263,2834
STARRETT L S CO,93676,3420
STARTECH ENVIRONMENTAL CORP,875762,3590
STARTEK INC,1031029,7389
STARWOOD HOTEL & RESORTS WORLDWIDE INC,316206,7011
STATE AUTO FINANCIAL CORP,874977,6331
STATE BANCORP INC,723458,6022
STATE STREET CORP,93751,6022
STATER BROS HOLDINGS INC,882829,5411
STATION CASINOS INC,898660,7990
STATMON TECHNOLOGIES CORP,319008,1381
STATOIL ASA,1140625,2911
STATS CHIPPAC LTD.,1101873,3825
"StatSure Diagnostic Systems, Inc.",885534,3841
STEAK & SHAKE CO,93859,5812
STEAKHOUSE PARTNERS INC,1017156,5812
STEEL DYNAMICS INC,1022671,3312
STEEL TECHNOLOGIES INC,771790,3310
STEELCASE INC,1050825,2522
STEELCLOUD INC,1058027,3571
STEIN MART INC,884940,5651
STEINER LEISURE LTD,1018946,7200
STEINWAY MUSICAL INSTRUMENTS INC,911583,3931
STELAX INDUSTRIES LTD,847541,5040
STELLAR PHARMACEUTICALS INC,1159019,2834
STELLAR RESOURCES LTD,1217027,1000
"STELLAR TECHNOLOGIES, INC.",1132590,7373
STELLENT INC,867347,7372
"STEM CELL INNOVATIONS, INC.",351532,2836
STEMCELLS INC,883975,2836
STEN CORP,350557,5812
STENA AB,1003517,4400
STEPAN CO,94049,2840
STEPHAN CO,94056,2844
STEREO VISION ENTERTAINMENT INC,1099814,5731
"Stereotaxis, Inc.",1289340,3845
STERICYCLE INC,861878,4955
STERIS CORP,815065,3842
STERLING BANCORP,93451,6021
STERLING BANCSHARES INC,891098,6022
STERLING CHEMICALS INC,1014669,2860
STERLING CONSTRUCTION CO INC,874238,1600
STERLING EQUITY HOLDINGS INC,1160544,6159
STERLING FINANCIAL CORP /PA/,811671,6021
STERLING FINANCIAL CORP /WA/,891106,6036
STERLING GAS DRILLING FUND 1982,704202,1381
STERLING GOLD CORP,1280821,1040
STERLING GROUP VENTURES INC,1175416,1400
"STEVEN MADDEN, LTD.",913241,3140
STEWARDSHIP FINANCIAL CORP,1023860,6022
STEWART ENTERPRISES INC,878522,7200
STEWART INFORMATION SERVICES CORP,94344,6361
STEWART W P & CO LTD,750443,6211
STIFEL FINANCIAL CORP,720672,6211
STILLWATER MINING CO /DE/,931948,1090
STMICROELECTRONICS NV,932787,3674
STOCKERYALE INC,94538,3827
STOCKGROUP INFORMATION SYSTEMS INC,1054097,7389
STOLT NIELSEN S A,831980,4412
STONE ENERGY CORP,904080,1311
STONE FIELD MANAGEMENT CO,1101922,6770
STONEMOR PARTNERS LP,1286131,7200
STONEPATH GROUP INC,1093546,4731
STONERIDGE INC,1043337,3714
STORA ENSO CORP,1120557,2600
Storm Cat Energy CORP,1178818,1400
"STRATA OIL & GAS, INC.",1227282,1311
STRATAGENE  CORP,1108674,2836
STRATASYS INC,915735,3577
STRATECO RESOURCES INC,1178672,1040
STRATEGIC ACQUISITIONS INC /NV/,847942,6770
STRATEGIC DIAGNOSTICS INC/DE/,911649,2890
STRATEGIC DISTRIBUTION INC,73822,5080
"STRATEGIC GAMING INVESTMENTS, INC.",278165,3990
"STRATEGIC HOTELS & RESORTS, INC",1057436,6798
STRATEGIC INTERNET INVESTMENTS INC,53320,7372
Strategic Rare Earth Metals Inc.,7059,6770
STRATEGY INTERNATIONAL INSURANCE GROUP INC,1249869,6331
STRATEX NETWORKS INC,812703,3663
"STRATIVATION, INC.",822370,2844
STRATOS INTERNATIONAL INC,1111721,3674
STRATS  SM TRUST FOR  AT&T CORP SEC SER 2004-4,1281120,6189
STRATS SM FOR JPMORGAN CHASE & CO SEC SERIES 2004-13,1304707,6189
STRATS SM TRUST FOR BOEING SEC SER 2004 1,1277388,6189
STRATS SM TRUST FOR DAIMLERCHRYSLER NA HOLDING SECURITIES SERIES 2004-10,1299847,6189
STRATS SM TRUST FOR DOMINION RESOURCES SEC SER 2004-3,1280087,6189
STRATS SM TRUST FOR GOLDMAN SACHS GROUP SEC SERIES 2004-8,1293643,6189
"STRATS SM TRUST FOR GOLDMAN SACHS GROUP, INC. SEC SERIES 2004-14",1306432,6189
STRATS SM TRUST FOR IBM CORP SEC SERIES 2004-7,1293540,6189
STRATS SM TRUST FOR JPMORGAN CHASE & CO SEC SERIES 2004-9,1297210,6189
"STRATS SM TRUST FOR MORGAN STANLEY SECURITIES, SERIES 2004-11",1302125,6189
"STRATS SM TRUST FOR MORGAN STANLEY SECURITIES, SERIES 2004-12",1302870,6189
STRATS TRUST FOR BELLSOUTH TELECOM SEC SER 2003-1,1281001,6189
STRATS TRUST FOR SPRINT CAP CORP SEC SER 2004 2,1278186,6189
"STRATS(SM) TRUST FOR GEN ELEC CAP CORP SEC, SER 2004-15",1307931,6189
"STRATS(SM) Trust For Morgan Stanley Securities, Series 2004-16",1310695,6189
STRATTEC SECURITY CORP,933034,3714
STRATUS PROPERTIES INC,885508,6552
STRATUS SERVICES GROUP INC,1044391,7363
STRAYER EDUCATION INC,1013934,8200
STREAM COMMUNICATIONS NETWORK & MEDIA INC.,1125670,4841
STREAMLINE HEALTH SOLUTIONS INC.,1008586,7373
STRIDE RITE CORP,94887,3140
STRONGHOLD TECHNOLOGIES INC,1133598,3576
STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN RATE,1299264,6189
Structured Adjustable Rate Mortgage Loan Trust,1296174,6189
Structured Adjustable Rate Mortgage Loan Trust,1299263,6189
Structured Adjustable Rate Mortgage Loan Trust,1313248,6189
Structured Adjustable Rate Mortgage Loan Trust,1313145,6189
Structured Adjustable Rate Mortgage Loan Trust,1292253,6189
Structured Adjustable Rate Mortgage Loan Trust,1296173,6189
Structured Adjustable Rate Mortgage Loan Trust,1302043,6189
Structured Adjustable Rate Mortgage Loan Trust,1310492,6189
Structured Adjustable Rate Mortgage Loan Trust,1302046,6189
Structured Adjustable Rate Mortgage Loan Trust,1292254,6189
STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST 2004-5,1288968,6189
"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-14",1304977,6189
"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-15",1304978,6189
"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-16",1307381,6189
"STRUCTURED ADJUSTABLE RATE MORTGAGE LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-17",1307439,6189
STRUCTURED ASSET INV LOAN TR MORT PASS-THR CERT SER 2004-1,1278402,6189
Structured Asset Investment Loan Trust 2004-10,1307628,6189
STRUCTURED ASSET INVESTMENT LOAN TRUST 2004-4,1289293,6189
STRUCTURED ASSET INVESTMENT LOAN TRUST 2004-5,1292368,6189
STRUCTURED ASSET INVESTMENT LOAN TRUST 2004-6,1296377,6189
Structured Asset Investment Loan Trust 2004-7,1299273,6189
Structured Asset Investment Loan Trust 2004-8,1301922,6189
Structured Asset Investment Loan Trust 2004-9,1305129,6189
Structured Asset Investment Loan Trust 2004-BNC1,1299356,6189
STRUCTURED ASSET INVESTMENT LOAN TRUST 2004-BNC2,1307594,6189
Structured Asset Investment Loan Trust Series 2004-11,1313234,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 1,1281916,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 10,1302185,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 11,1304944,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 3,1285668,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 5,1292210,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 6,1296254,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 7,1298787,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 8,1299269,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 9,1299377,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ARM TR 2004 1,1282239,6189
STRUCTURED ASSET MORT INV II INC BEAR STEARNS ARM TR 2004 2,1285673,6189
STRUCTURED ASSET MORT INVESTMENT THORNBURG SEC TRUST 2004-1,1285683,6189
STRUCTURED ASSET MORT PASS THRU CERTS SERIES 2003 AR4,1274540,6189
Structured Asset Mort Pass Thru Certs Series 2004 AR3,1292274,6189
STRUCTURED ASSET MORT PRIME MORT TR PAS THR CER SER 2004 CL2,1285371,6189
STRUCTURED ASSET MORTGAGE INVESTMENTS II INC SERIES 2004-AR1,1282021,6189
"Structured Asset Mortgage Investments II Inc., HomeBanc Mortgage Trust 2004-2",1307374,6189
Structured Asset Mortgage Investments II Series 2004-AR5,1302015,6189
Structured Asset Mortgage Investments II Trust 2004-AR4,1299278,6189
Structured Asset Mortgage Investments II Trust 2004-AR6,1304835,6189
Structured Asset Mortgage Investments II Trust 2004-AR7,1309755,6189
Structured Asset Mortgage Investments II Trust 2004-AR8,1313621,6189
STRUCTURED ASSET MORTGAGE INVESTMENTS II TRUST SERIES 2004-AR2,1291410,6189
STRUCTURED ASSET SEC CORP II LB UBS COMM MORT TR 2004 C1,1277102,6189
STRUCTURED ASSET SEC CORP II LB-UBS COMM MORT TRUST 2004-C4,1291074,6189
STRUCTURED ASSET SEC CORP LB-UBS COMM MORT TRUST 2004-C2,1285902,6189
STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SER 2004 6XS,1282412,6189
STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SER 2004-FFA,1282480,6189
STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SER 2004-S1,1282487,6189
STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SERIES 2004 2,1282332,6189
STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SERIES 2004 4,1285670,6189
STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SERIES 2004-3,1285904,6189
STRUCTURED ASSET SECS CORP MOR PAS THR CER SER 2004  3AC,1281795,6189
STRUCTURED ASSET SECS CORP MORT PASS-THRU CERT SERS 2004-2AC,1277607,6189
Structured Asset Securities Corp 2004-18H,1304961,6189
Structured Asset Securities Corp 2004-S3,1304975,6189
STRUCTURED ASSET SECURITIES CORP MORT PAS THR CERT SE 04 4XS,1278553,6189
STRUCTURED ASSET SECURITIES CORP MORT PASS THRU SER 2004-5H,1278336,6189
STRUCTURED ASSET SECURITIES CORP MORT PS-THR CERT SER 2004-3,1282337,6189
Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-11XS,1292479,6189
Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-9XS,1289311,6189
Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-S2,1292460,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-10",1292216,6189
"Structured Asset Securities CORP Mortgage Pass-Through Certificates, Series 2004-13",1296241,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-15",1301983,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-16XS",1299279,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-17XS",1301997,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-19-XS",1304976,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-20",1307481,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-21XS",1310309,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-22",1311659,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-23XS",1313361,6189
"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-7",1289243,6189
STRUCTURED OBLIGATIONS CORP LONG TERM CERT SER 2003 3,1255604,6189
STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4,1264157,6189
STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-5,1269371,6189
STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1,1223444,6189
STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2,1227090,6189
STRUCTURED OBLIGATIONS CORP TRUST SPRINT CAPITAL CER 2002-1,1279940,6189
STRUCTURED PROD CORP CORTS TR II FOR FIRST UNION CAPITAL I,1283590,6189
STRUCTURED PROD CORP CORTS TR II FOR VERIZON GLOB  FUND  NTS,1274365,6189
STRUCTURED PROD CORP CORTS TRUST III FOR SAFECO CAP TRUST I,1283595,6189
STRUCTURED PROD CORP STEP UP TR CREDIT SUISSE FIRST BOSTON,1230352,6189
STRUCTURED PROD CORP TIERS CORP BND-BCKD CERT SER MOT 1998-5,1283596,6189
STRUCTURED PROD CORTS TR II FOR PROVIDENT FINANCING TRUST I,1283601,6189
STRUCTURED PROD TIERS CORP BOND-BCKD CERTS SER APA 1997-8,1283598,6189
STRUCTURED PRODUCTS CORP  TIERS PP ASSET BK TR S DJIA 2003 1,1281822,6189
STRUCTURED PRODUCTS CORP CAST SM STEP UP TR II GE CAP CORP,1225527,6189
STRUCTURED PRODUCTS CORP CAST STEP UP TR FOR CIT GROUP NOTES,1226024,6189
STRUCTURED PRODUCTS CORP CAST STEP UP TRUST DOW CHEM NOTES,1228086,6189
STRUCTURED PRODUCTS CORP CAST STEP-UP TRUST FOR GECC NOTES,1221112,6189
STRUCTURED PRODUCTS CORP CASTSM STEP UP TR FOR MORG STAN NTS,1257017,6189
STRUCTURED PRODUCTS CORP COR TRUST FOR GOLD SACHS CAPITAL I,1281960,6189
STRUCTURED PRODUCTS CORP CORTS FOR PROVIDENT FINANCING TR I,1283332,6189
STRUCTURED PRODUCTS CORP CORTS R TR FOR BELLSOUTH CAP FND DB,1281819,6189
STRUCTURED PRODUCTS CORP CORTS R TR FOR CHRYSLER DEBENTURES,1283364,6189
STRUCTURED PRODUCTS CORP CORTS R TRUST FOR SAFECO CAP TR I,1281817,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR ALLSTATE FINANCING II,1283454,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR BANKAMER INSTI CAP B,1283322,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR BELLSOUTH DEBENTURES,1283462,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR BRYSTOL MYERS SQU DEBE,1283318,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR COUNTRYWIDE CAPITAL I,1283600,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR FIRST UNION INST CAP I,1283457,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR GREAT WEST FIN TR II,1283448,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,1283464,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR SHERWIN WILLIAMS DEBEN,1283336,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR SUNAMERICA DEBENTURES,1283451,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR U S WEST COMM DEBENTUR,1283456,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR VERIZON GLOB FUND NOTE,1283319,6189
STRUCTURED PRODUCTS CORP CORTS TR FOR W R BERKLEY CAP TRUST,1283333,6189
STRUCTURED PRODUCTS CORP CORTS TR II FOR BELLSOUTH DEBENTURE,1283461,6189
STRUCTURED PRODUCTS CORP CORTS TR II FOR CHRYSLER DEBENTURES,1283338,6189
STRUCTURED PRODUCTS CORP CORTS TR II FOR COUNTRYWIDE CAP I,1283335,6189
STRUCTURED PRODUCTS CORP CORTS TR II FOR SHERWIN WILLIAMS DE,1283449,6189
STRUCTURED PRODUCTS CORP CORTS TR III FOR PROVIDENT FIN TR I,1283334,6189
STRUCTURED PRODUCTS CORP CORTS TR III FOR SHERWIN WILL DEBEN,1283315,6189
STRUCTURED PRODUCTS CORP CORTS TR III FR FIRST UN INS CAP II,1281813,6189
STRUCTURED PRODUCTS CORP CORTS TR IV FOR IBM DEBENTURES,1283326,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR AFC CAP TRUST I,1283331,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR BOEING CO NOTES,1288251,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR CORNING NOTES,1283455,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR FLEET CAP TRUST II,1283466,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR FORD DEBENTURES,1283463,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR IBM DENBENTURES,1283460,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR UNUM NOTES,1283329,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR WALT DISNEY NOTES,1283360,6189
STRUCTURED PRODUCTS CORP CORTS TRUST FOR XEROX CAPITAL TR I,1283453,6189
STRUCTURED PRODUCTS CORP CORTS TRUST II FOR AON CAPITAL A,1281793,6189
STRUCTURED PRODUCTS CORP CORTS TRUST II FOR IBM DEBENTURES,1283458,6189
STRUCTURED PRODUCTS CORP CORTS TRUST II FOR SAFECO CAP TR I,1283447,6189
STRUCTURED PRODUCTS CORP CORTS TRUST II GOLDMAN SACHS CAP I,1287339,6189
STRUCTURED PRODUCTS CORP CORTS TRUST III FOR AON CAPITAL A,1281309,6189
STRUCTURED PRODUCTS CORP CORTS TRUST III FOR IBM DEBENTURES,1283465,6189
STRUCTURED PRODUCTS CORP CORTS TRUST IV FOR AON CAPITAL A,1220700,6189
STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A,1283337,6189
STRUCTURED PRODUCTS CORP SERIES S&P 500 2001-19,1282131,6189
STRUCTURED PRODUCTS CORP TEIRS PP ASSET BK TR S&P 2002 19,1281825,6189
STRUCTURED PRODUCTS CORP TIER PP ASSET BK NASDAQ 100 2003 12,1281830,6189
STRUCTURED PRODUCTS CORP TIER PP ASSET BK SER NASDAQ 2003-13,1281808,6189
STRUCTURED PRODUCTS CORP TIER PP ASSET BK TR SER DJIA 2002 5,1281832,6189
STRUCTURED PRODUCTS CORP TIERS CORP BOND BACK CERT TR 1997-4,1283316,6189
STRUCTURED PRODUCTS CORP TIERS PP ASSET BK NASDAQ 100 2001 8,1281831,6189
STRUCTURED PRODUCTS CORP TIERS PP ASSET BK SER DJIA 2003-16,1281811,6189
STRUCTURED PRODUCTS CORP TIERS PP ASSET BK SER NASDAQ 2002-6,1281809,6189
STRUCTURED PRODUCTS CORP TIERS PP ASSET BK SER S&P  2002-12,1281815,6189
STRUCTURED PRODUCTS CORP TIERS PP ASSET BK TR S&P 2003 10,1281826,6189
STRUCTURED PRODUCTS CORP TIERS PP MI ASSET BK SER S&P 2002-9,1281812,6189
STRUCTURED PRODUCTS CORP TIERS PRI PRO CER TR SE FFH 2001-12,1283450,6189
STRUCTURED PRODUCTS CORP TIERS PRINCIPAL SERIES 2003 33,1272121,6189
STRUCTURED PRODUCTS CORP TIERS PRINCIPAL SERIES 2003-23,1268443,6189
STRUCTURED PRODUCTS CORP TIERS PRINCIPAL SERIES 2004-1,1274209,6189
STRUCTURED PRODUCTS CORP TIERS R INFLATION LINKED TR 2004-21,1286608,6189
STRUCTURED PRODUCTS CORP TIERSSM CORP BOND BA CE TR C 1998-6,1283452,6189
STRUCTURED PRODUCTS CORP TRUST IV FOR SAFECO CAPITAL TRUST I,1277773,6189
STRUCTURED PRODUCTS CORP TRUST SERIES DJIA 2001-26,1282143,6189
STRUCTURED PRODUCTS CORP TRUST SERIES POWER 2001-13,1282139,6189
STRUCTURED PRODUCTS CORP TRUST SERIES S&P 1999-2,1282137,6189
STRUCTURED PRODUCTS CORP TRUST SERIES S&P 2001-11,1282136,6189
STRUCTURED PRODUCTS CORP TRUST SERIES S&P 2002-1,1282132,6189
STRUCTURED PRODUCTS CORP TRUST SERIES SEMICONDUCTOR 2000-14,1282133,6189
STRUCTURED PRODUCTS CORP TRUST SERIES TELECOM 2000-13,1282134,6189
STRUCTURED PRODUCTS CORP TRUST SERIES TELECOM 2000-7,1282144,6189
STRUCTURED PRODUCTS CORPTIERS PRINC PROT CERTS TR SER PXT,1282616,6189
STRUCTURED PRODUCTS CORTS TR FOR SOUTH CO CAPITAL TRUST I,1283599,6189
STRUCTURED PRODUCTS CORTS TRUST FOR JC PENNEY DEBENTURES,1283602,6189
